filename,mfcc_mean1,mfcc_mean2,mfcc_mean3,mfcc_mean4,mfcc_mean5,mfcc_mean6,mfcc_mean7,mfcc_mean8,mfcc_mean9,mfcc_mean10,mfcc_mean11,mfcc_mean12,mfcc_mean13,mfcc_mean14,mfcc_mean15,mfcc_mean16,mfcc_mean17,mfcc_mean18,mfcc_mean19,mfcc_mean20,mfcc_std1,mfcc_std2,mfcc_std3,mfcc_std4,mfcc_std5,mfcc_std6,mfcc_std7,mfcc_std8,mfcc_std9,mfcc_std10,mfcc_std11,mfcc_std12,mfcc_std13,mfcc_std14,mfcc_std15,mfcc_std16,mfcc_std17,mfcc_std18,mfcc_std19,mfcc_std20,cent_mean,cent_std,cent_skew,rolloff_mean,rolloff_std,label
1007.wav,-329.4765,129.0217,-0.811427,14.014722,1.8635185,-29.566715,-4.299624,-3.8298955,-20.229397,-6.085382,-9.386097,-18.508112,-4.576641,-2.192266,-7.207675,-1.6121786,0.13721414,-1.0967062,-0.61253035,-2.588688,110.65393,72.67244,29.99938,15.52626,14.706258,19.037836,12.397897,8.903971,14.2924,8.023121,9.659742,12.165298,6.809369,6.599833,9.066758,5.8438926,6.190783,5.289644,5.8597717,5.2292514,948.1751574131443,371.4702098828365,1.055185497292387,1880.9499493082062,921.2577200327528,D:\datasets\Adults
1008.wav,-251.04906,115.312,-44.659252,18.411533,-30.475773,-2.4029214,-18.86588,-13.11623,-16.848606,-7.660239,-13.099159,-19.911865,-3.5445166,-6.9889336,-4.3471026,-12.485359,-7.52764,-17.923573,-6.68894,-3.888684,72.78303,44.84609,43.791622,37.311565,21.118774,19.715635,21.633188,14.671693,14.087667,12.23575,9.607698,11.553804,11.00448,11.690876,8.718598,10.492219,8.097146,9.984625,8.293435,8.508444,1596.6253908557453,796.7938873791477,1.3595942730894817,2905.6864420572915,1460.0840703595743,D:\datasets\Adults
1009.wav,-405.4961,113.85986,-9.283343,23.237513,1.7088429,3.0524788,-15.421742,4.0068693,-10.225398,1.7718816,0.61330956,-5.855732,2.3021014,-6.773369,1.7246479,-5.044502,1.5071344,-4.8296103,-0.46184742,0.28416228,176.03654,83.13373,20.99046,28.268417,12.95505,9.456209,19.825266,10.371031,11.340178,7.009489,8.898826,6.8391566,5.3146615,7.9317837,7.0027404,7.2125816,6.0027742,6.690218,6.4570255,5.1866536,1081.4459783203727,1193.4676214404417,3.5939136083891956,1919.8196411132812,1662.7736553459938,D:\datasets\Adults
101.wav,-358.8257,128.2396,-3.8661695,28.874132,-13.757782,0.3267869,-21.26957,-0.34531674,-12.003893,-2.6723695,0.060334727,-9.880031,7.7601333,-4.3573604,0.27666092,-2.1075459,-2.1207383,-4.4931087,1.0453069,-4.8304067,116.94307,73.18465,28.21057,32.502235,28.450806,23.950796,17.943123,15.877194,10.899451,8.205631,14.500817,12.774407,8.771398,10.833993,9.097279,6.999624,8.1186075,6.479863,5.3242426,5.34534,1805.2764800395532,1261.5565193064413,0.9805909092293518,3357.6416015625,2138.112977065242,D:\datasets\Adults
1010.wav,-292.26712,173.1008,31.272116,26.424421,-31.599625,2.3379745,-2.094575,-15.513063,-3.1285856,2.2541075,6.838601,7.608675,7.8672514,-1.7930278,-6.0547957,-2.7175682,6.623052,-7.159103,-7.946971,3.2449906,87.405266,55.427063,31.80047,25.911434,23.380827,19.398928,12.470182,20.365877,13.734132,10.433407,9.670474,11.107114,8.436447,7.9762764,11.2423935,7.2815456,7.429984,6.486205,7.59928,5.7650976,961.2356048063086,650.06748201271,2.279555038364486,1673.7096228966345,1450.429235020411,D:\datasets\Adults
1011.wav,-330.15256,100.94644,-15.381582,40.16718,1.7120901,14.117473,-9.657203,8.494894,-13.629152,-5.5374446,4.6406674,-6.3893304,3.6681128,-7.245607,3.819577,-3.2622595,-4.8266487,-7.2758555,-4.0059476,-4.3282933,151.67754,41.54882,39.016968,35.000816,16.428282,16.025194,20.58219,14.723327,18.24337,12.098762,11.005937,11.536844,7.341711,9.837575,8.708416,8.5815325,9.249664,11.096357,9.051431,6.2580266,1644.8287777719036,413.26196828460013,0.34151072106516456,3632.4857271634614,1069.294667206586,D:\datasets\Adults
1012.wav,-470.45404,171.62025,6.2888355,42.977375,-0.049944982,8.364996,-23.552975,7.2888985,-0.9602963,-15.463183,-6.716328,-10.861449,-2.6575541,-8.481801,3.6691577,-8.457201,-1.4265307,0.24918681,-5.4377737,-3.6017597,71.106995,51.26311,26.643318,17.79574,16.738256,12.661919,15.317197,10.638711,10.279314,9.262774,10.398957,7.0708632,6.3132076,5.51527,6.189794,6.8434772,6.3359313,4.9318233,4.8114324,6.0914483,1038.1713535031904,791.2161651513675,1.5328836167356186,1869.8994954427083,1741.0696830644456,D:\datasets\Adults
1013.wav,-387.15466,114.83279,-18.185305,17.316872,-9.445226,4.8942957,-17.288548,-6.1532006,-4.997782,-14.457059,0.8176645,7.8352103,9.218175,-6.4488845,5.0803576,1.4372334,-6.3296523,3.476066,5.2992315,-2.7085974,97.69534,47.830166,33.58077,20.449305,18.681583,17.16789,15.653363,12.767499,10.581913,13.512833,8.436566,10.566915,7.1557655,10.05903,6.947093,7.561865,7.160565,6.521689,5.588816,5.368396,1730.5204795818704,881.9810015363544,1.362327383134458,3220.3572231056414,1461.6299132215765,D:\datasets\Adults
1014.wav,-260.0592,70.812744,-17.7598,52.503048,-40.741352,17.548359,-17.193823,-10.449294,-15.455251,-16.878315,-0.14964172,-17.154247,2.9233096,-13.24315,0.54595727,-0.7924445,-6.720275,-2.9084947,-5.217686,-1.8137575,101.67766,50.798958,28.12628,27.450766,26.703896,16.356085,15.163001,15.210452,13.441229,11.2407,10.53689,10.066565,8.243338,8.031583,8.732811,7.0851746,5.7613535,5.8850617,6.7297525,5.2135916,2824.7179216600202,1126.9060809404052,0.24325183119507102,4947.9609375,1133.2489831264738,D:\datasets\Adults
1015.wav,-377.94666,117.098946,-3.8171754,58.810825,-23.439741,-4.0136805,-15.738032,5.066922,-4.9898567,-2.2671006,4.916782,-2.3567505,6.338232,-2.963145,3.5016196,-4.532377,2.340068,0.27525833,-1.3619636,-1.8997734,87.11446,51.741795,27.209398,34.360443,28.564743,27.838806,20.295088,14.088325,12.219284,11.7338915,7.3548164,9.14591,12.105143,8.186803,7.7873354,9.455935,9.814987,6.9206896,7.512778,7.287694,1738.2800320534259,1236.068048836171,1.305236647641813,3149.151400862069,1792.9204099912815,D:\datasets\Adults
1016.wav,-272.35852,143.23015,-33.572006,33.04751,-23.055119,21.623085,-24.787922,-3.7248363,-5.1385155,-9.803101,-1.3883212,-12.485496,-1.8944281,-13.74272,4.8805757,-6.196771,-2.2613611,-3.9094536,-5.338641,-1.4937792,71.976974,37.617535,20.37914,19.822893,18.9579,8.150814,12.292344,10.2894125,8.454564,8.700932,9.167144,6.9515567,6.2869854,5.506529,5.406078,4.89346,4.9130135,4.6389856,3.806272,3.702789,1599.5141317759583,676.9962586480411,0.17378278634089328,3255.352199388587,1554.2297249305745,D:\datasets\Adults
1017.wav,-294.72623,45.91069,-102.34677,58.034405,-56.54454,7.2443156,1.1595887,-6.8685517,-20.059744,-27.840752,3.8024287,-0.35612732,3.4072611,-8.534697,-6.009281,-9.076003,-1.4875361,-4.2252393,-2.289146,-3.5096226,63.82807,47.32577,29.152931,31.077147,17.83501,18.511648,16.034086,14.249175,12.334096,9.13474,8.463292,9.753841,10.773874,9.046758,7.7453976,6.792777,7.6878834,7.5644736,8.983695,8.392002,3013.175825819152,719.3161401614916,0.3635708864990154,4556.6151936848955,654.631728445325,D:\datasets\Adults
1018.wav,-398.37143,118.2571,-4.93313,58.492558,0.74683994,22.569267,-29.467207,8.041179,-8.732153,2.7583182,-3.9540112,-10.40509,1.0869348,-4.297731,5.5482054,-8.141416,3.826936,-13.273674,4.258566,-4.604103,98.10825,49.350853,33.687366,28.276514,25.990137,24.540833,15.518926,11.149646,10.210666,10.3421135,13.382041,8.992036,5.8484197,12.508576,8.861742,7.852734,9.197339,10.875822,11.158231,6.091273,1850.6304262797003,1207.6467123161876,1.0265977160754731,3489.0122357536766,2056.5368527876917,D:\datasets\Adults
1019.wav,-344.84814,102.16191,-3.2599158,47.00072,-24.56374,29.946447,-23.720987,-0.26331088,-8.009327,-3.7487698,2.1755466,-4.181992,5.95745,-14.556448,8.607649,-6.2484307,-2.493195,-3.2040544,-5.8145547,-2.1018217,108.98869,48.166687,24.42403,30.995798,23.164206,16.696457,18.823572,12.499589,12.233758,8.379369,10.508347,10.753267,7.2081437,9.217701,8.22782,9.361119,6.078816,6.455595,6.6515,6.072735,2227.3399045741307,1111.6521697030237,0.8774774686069983,4482.194254069985,1635.482122326419,D:\datasets\Adults
102.wav,-425.54376,154.66583,-9.74394,42.56307,-15.777326,-0.9226566,-16.18001,2.4233565,-13.486676,-5.95762,-4.3049064,-10.730261,1.8178502,-4.5023746,0.37131894,-7.1126747,2.0870562,-8.664163,-3.7978497,-5.6750226,62.04984,30.13868,27.41502,27.053263,14.192148,14.953062,15.9821825,9.205151,9.934203,8.789923,7.3344364,7.409552,10.276742,6.038241,7.925329,6.5440884,7.1105976,6.337996,6.1024966,6.249432,1157.4032917971265,516.5418486169763,1.7765393238817688,2347.966512044271,1353.121058479585,D:\datasets\Adults
1020.wav,-446.02008,112.10511,4.5409884,22.717373,-7.469909,15.022735,-6.209786,-6.784491,-16.465773,-3.79785,-4.6787577,-5.6749287,-3.737187,-7.206454,3.1277282,-7.942042,-2.073296,-7.748031,-2.6572382,-3.9386156,133.82295,73.25761,29.444504,32.916363,25.036291,15.057446,23.630798,14.721675,14.651793,12.7600975,11.577211,9.0547285,10.687404,6.7593775,6.362149,6.024055,7.0157137,6.9232464,6.870846,6.4422426,1657.6484773028455,1287.648685066584,0.7917512768854023,3008.7666829427085,2397.2779385910712,D:\datasets\Adults
1021.wav,-291.6255,144.83484,-21.351555,22.037083,-25.16272,20.172304,-16.975773,-8.57311,-8.025155,-13.743271,-10.38514,-10.211605,-12.129471,-6.261378,2.05661,-13.271707,6.104089,-4.6048098,-1.8984587,-3.077994,65.27297,30.879734,24.23611,18.84671,21.023298,19.035109,19.453552,16.30734,10.176735,9.165339,8.275756,10.9757805,9.11722,7.5336905,8.727772,9.97942,10.856176,7.5173883,10.037645,5.9647226,1438.3956179145016,1051.01801781236,3.1655301337949,2569.3896484375,1525.5761623027884,D:\datasets\Adults
1022.wav,-265.58432,98.33717,-14.53947,19.146093,-41.23731,-2.3716345,-39.203632,-5.3794713,-22.573458,-10.594168,-4.4531946,-11.827507,-1.5859606,-18.18898,-0.5748851,-13.127799,-3.454972,-9.288335,-2.1892,1.0535634,118.79117,66.37766,29.776903,26.292145,23.495367,25.161427,18.562983,10.592176,11.873372,9.6697445,9.984038,8.640166,7.6541944,11.065154,8.063645,11.975564,6.8617506,7.2193937,11.307778,12.809631,2199.145549352881,1361.4551312436633,1.0740573659855888,3921.86279296875,2154.8707339514376,D:\datasets\Adults
1023.wav,-375.7035,127.12467,0.7795219,44.11424,-21.512135,19.331013,-22.476133,2.9529784,-14.236259,-6.811107,-5.714285,-6.479808,1.9299449,-8.698808,10.711694,-9.536653,6.10171,-1.6313782,-0.51539713,-0.78496104,51.32367,41.952515,23.482355,22.68164,17.891108,15.674603,13.38175,10.815263,11.068069,10.53672,10.777608,8.084454,7.9077663,6.62704,6.9656563,8.419451,6.176839,5.318217,5.673946,4.2973742,1670.3242502048477,1012.1791124094734,1.2145248369738786,3261.2740489924067,2013.1780092097495,D:\datasets\Adults
1024.wav,-254.15271,147.43976,-31.618265,37.791798,-10.941941,18.977108,-19.278831,-3.9598277,-10.367322,-13.809,-1.7733332,-13.323331,8.925473,-5.4722767,-4.314286,5.6891165,-2.6419559,-7.757649,4.14749,-4.796009,74.18194,42.445187,28.472794,27.501673,23.261799,17.790928,13.998816,11.793137,10.516832,11.630163,10.349966,8.921508,10.019915,10.49403,11.183385,7.1717253,7.1365166,6.585246,5.517245,7.8343987,1490.3139431030188,793.8099655200484,1.938032836106671,2762.7736058728447,1382.1298214919577,D:\datasets\Adults
1025.wav,-353.67972,126.59503,-20.755907,-7.2982783,4.9168897,-13.54534,1.8651961,-4.610365,-19.310308,-3.4546192,-2.6637928,-10.481598,-2.4920936,-4.5271335,-8.56916,-1.7087692,-2.368147,-5.657369,-3.2848809,-4.0477304,94.18829,69.3623,35.29756,28.552042,21.079777,20.762253,11.840203,11.110672,11.489704,9.842681,9.116595,9.435084,8.42778,6.94835,6.11812,6.398949,6.662458,4.7822514,4.8041115,5.6044564,1143.6633479091113,599.7681461295213,1.2160711416837826,1850.4416725852273,903.2183819944628,D:\datasets\Adults
1026.wav,-389.18222,145.69655,1.7247936,19.35594,-46.945965,17.825134,-6.5700846,-8.252972,-0.5597121,-2.279146,0.94113964,-9.9256115,1.2892768,-6.0334277,-4.223765,-7.1426473,-4.1914196,-8.934094,-8.888085,-5.624236,67.466934,48.702667,24.341124,26.394585,25.604176,17.246767,19.129784,14.583675,8.989673,10.604156,8.658525,10.956923,8.788974,7.8590927,8.133688,7.0989685,8.0180025,5.1692863,5.5398006,5.488544,1477.3896873990755,1072.068625727026,1.6146565333385081,2595.000203450521,1907.3628954411945,D:\datasets\Adults
1027.wav,-389.06808,129.46078,-14.891208,30.269611,-17.509598,7.690493,-19.698494,-12.691617,-11.5421295,-12.528254,-6.111289,-16.79632,1.1920879,-14.795961,-0.13244496,7.296353,-7.1778283,-2.7658849,0.0116868345,-4.1468587,107.05532,42.24255,25.261404,22.311863,17.144684,10.413773,15.0083,14.131005,12.054145,11.77939,13.694483,8.702578,8.54467,12.6365,8.5027075,8.149672,8.152414,5.7483735,8.369285,5.6932073,1519.2679288884217,641.2113676476221,0.5516355912293619,3185.8956001900337,1536.0049601853834,D:\datasets\Adults
1028.wav,-523.98315,153.74525,-42.439888,38.867096,-23.395327,34.188103,-8.115094,17.862598,-9.015763,10.144648,10.196753,1.2085207,10.743615,-9.265702,8.693368,-10.852505,2.5700953,-4.53795,1.3762474,-1.8154334,44.320076,22.038706,11.6492815,14.897679,9.10738,8.07574,7.936059,4.785716,5.2021275,4.7868633,5.529938,4.153887,4.274545,4.5801377,4.664619,3.8532786,4.405444,3.6562893,4.013769,3.413229,1482.2464574973053,425.9653607076198,3.6523912424620977,2987.73193359375,696.0112676977575,D:\datasets\Adults
1029.wav,-552.0754,132.77538,50.24423,55.288857,-13.758054,12.67797,-28.273478,4.1095176,-14.943692,-12.53521,-2.3784037,-20.42204,0.49718216,-5.3714175,4.117515,-6.440167,-6.5336356,1.306203,1.7098796,-5.6425924,72.18946,48.07947,35.5055,30.66557,28.166578,14.598543,19.215385,16.314754,13.300707,11.049409,11.310462,9.935888,10.260196,7.8974576,7.4608345,9.098594,7.4392104,8.513595,7.192725,7.1676207,1344.9967664853234,1211.840825223535,1.7786270785918357,2267.3829561121324,2329.895474657096,D:\datasets\Adults
103.wav,-328.43268,155.20831,-3.8274124,46.716293,-8.928999,16.53405,-24.589464,1.1422988,-18.049015,-9.533851,-0.36261383,-18.158491,10.240984,-9.293366,-2.1109633,-6.920077,-3.2988644,-1.2532485,-2.848947,-4.0331006,57.780064,49.94038,28.651602,30.828058,23.131664,16.336573,14.1846285,11.529188,13.42589,9.512634,9.354381,8.908378,8.119499,7.968271,10.479211,9.765144,7.4510837,5.8859115,6.0895605,5.5697384,1437.8665128017758,1073.2018632442064,1.468251472192735,2727.0904541015625,1994.4202592040017,D:\datasets\Adults
1030.wav,-356.43842,180.88597,-32.073265,11.770504,28.277958,-34.91244,-13.972198,2.660467,-30.721403,-18.350456,-1.9897746,-17.987873,-10.698617,-1.6689211,-10.723411,-5.4664927,-0.61999565,-5.4441233,0.90504766,2.376623,60.628723,44.374634,25.32596,19.127275,18.100212,12.549285,8.247239,10.122475,9.211208,8.042126,7.415766,7.5415015,6.0320063,6.1630783,5.2124557,4.0424314,4.767938,4.2644486,5.5537395,3.8207126,1032.2761724175818,450.6998236872879,1.1885445010788214,1885.4682736280488,787.7143269792535,D:\datasets\Adults
1031.wav,-404.0459,136.46382,-31.878561,41.969788,-11.312613,21.614433,-8.52142,-11.65223,-12.650013,9.752891,-12.16279,-4.601374,-5.5736847,-15.162414,8.4553,-5.3230014,3.3071816,-13.047866,6.604473,-3.3319197,130.47176,50.464233,36.443176,22.054146,24.04788,20.608137,15.451358,13.140741,13.596945,11.507085,10.481419,7.7027593,7.873879,8.97035,7.5700965,6.6627884,5.3168592,9.670864,6.3513284,7.0103307,1686.6109729959755,800.5132146325628,2.029886395604717,3392.9645406788795,1431.5742932060655,D:\datasets\Adults
1032.wav,-392.97003,136.40987,4.6948676,24.588009,-28.791546,-0.8345153,-10.4391575,-24.587124,-8.072093,-23.158865,-14.106529,-11.750074,-14.855847,-11.197892,-7.8224635,-5.167265,-8.589952,-8.009608,-5.073995,-4.17397,48.727776,47.501244,25.667444,18.68136,22.245062,15.107079,10.879332,6.9168143,7.861651,10.551401,10.695173,8.602098,6.75276,7.7355156,3.9658418,6.1242514,4.3763633,4.661613,4.7637544,4.416149,1376.7206118147574,972.2409901423806,1.022249486766986,2459.254311615566,1846.7064597531275,D:\datasets\Adults
1033.wav,-204.9342,135.6765,-15.30347,55.626312,-10.51418,-4.9182,-15.979407,-20.526873,-2.1034567,-19.248796,-8.981341,-9.516704,-6.1757817,-6.955798,-1.1386211,3.3033082,-4.666975,3.8016002,0.6209942,-4.03214,84.50305,46.063206,28.086134,27.294418,23.16546,16.60254,15.921656,13.34022,13.071486,9.697941,10.98464,6.5909715,7.0207257,8.438452,6.608476,6.778087,6.520922,6.285072,6.431565,6.286606,1337.5797057137822,717.0309758893453,1.4900748313198147,2661.9519124895132,1304.3983076400068,D:\datasets\Adults
1034.wav,-318.94208,160.44969,-7.595124,28.507614,-20.110487,17.881317,-12.290403,-11.201707,-9.435144,10.789898,-5.9005013,-8.01323,6.5503206,-5.0944157,0.69764864,-15.543605,1.3298889,-10.952085,-9.131919,-2.0530381,60.670948,42.809753,33.797287,23.63459,15.426004,15.094142,21.70096,14.787197,9.624992,10.002362,6.3240438,6.87128,7.7810946,9.180744,9.181104,6.6251235,7.375308,7.521184,4.6227155,6.120249,1340.7229540289022,859.3965237048252,1.623885262102008,2687.418002424569,2021.5416653397099,D:\datasets\Adults
1035.wav,-358.28854,109.75208,-26.255783,23.293892,-22.920437,-1.8193442,-29.350237,-7.778381,-31.159958,-13.160143,-9.063209,-16.597704,-10.642879,-13.300569,2.558517,-24.717724,-2.9540105,-6.917329,-6.0886197,-1.8623679,65.68618,36.851204,34.967316,31.27743,22.13241,18.808847,16.046717,13.35336,13.23422,11.266151,8.206659,8.091652,9.104884,9.998313,8.316089,9.587044,7.0024014,8.283626,10.018384,11.029641,1642.3952440180142,888.205580353019,1.7595662534019647,3041.216023763021,1683.4608248565821,D:\datasets\Adults
1036.wav,-401.38864,129.11304,14.11731,32.920662,-21.723179,22.576056,-13.452029,1.6084939,-11.527789,-9.194492,-2.3321085,-9.234622,0.5688372,-5.023142,7.537236,-4.8776755,0.15791015,-6.906823,-6.2760468,-6.6449122,89.60991,57.140194,32.339066,33.865753,20.035727,22.707983,19.284588,12.18107,8.0064945,10.389771,10.049098,9.16259,7.9765887,6.5980206,7.806097,6.8866835,6.53195,6.35866,4.7207084,5.0164585,1685.5798996030642,1179.7050341999084,1.1590497763593521,3155.4424579326924,2117.612785905885,D:\datasets\Adults
1037.wav,-287.19016,143.72469,-28.577045,39.59931,-25.683084,-3.7793336,-14.086336,3.3930812,-10.115496,-6.201004,2.9240544,-8.353493,-4.7939787,-10.624551,0.31767166,-12.223163,-3.3834321,-6.242908,-6.8616834,-5.7597923,73.52784,35.826115,30.899637,25.08812,15.510184,17.95163,15.642472,11.121522,13.197068,7.85402,8.320169,6.5377636,8.252819,6.9625783,7.3201923,7.684385,6.939621,5.8625336,5.405921,6.599869,1398.5250842446837,667.2606149611338,2.0116936245428203,2852.6155329932853,1471.3126811819927,D:\datasets\Adults
1038.wav,-356.8994,131.7363,-2.1611116,51.832615,-11.550268,9.942137,-8.724184,-3.547957,-12.699856,-4.6970663,-4.62713,-13.184169,-4.8347435,-11.6061535,4.66707,-9.7604065,-6.2279944,-1.9330397,-2.4458892,-3.4348347,48.59246,38.393307,22.09267,26.616629,18.565834,13.905002,14.4175825,14.263522,11.087357,12.400604,6.7976804,9.037742,8.640239,8.315046,6.1732583,7.9031606,7.3304152,6.7299166,5.9048862,5.814887,1329.880911663017,905.9997201215347,1.426620167718347,2454.601111778846,1699.114834944355,D:\datasets\Adults
104.wav,-220.68689,136.76878,-32.020897,12.0704975,5.483664,7.829758,-24.074808,-3.355403,-11.955082,-14.441647,-15.18088,-5.7779346,-4.43813,-8.247863,1.540679,-13.366355,1.5095009,-2.497566,1.1192678,0.41457707,86.57513,42.029655,28.877653,38.150524,20.0046,19.16127,17.100292,17.561775,15.034779,11.176989,9.237718,9.526659,10.731128,9.4290495,8.953066,9.439865,8.32366,10.665747,11.924676,14.479761,1264.3228481802735,691.5839679439304,2.7506132780058374,2248.6246744791665,1337.7959284562596,D:\datasets\Adults
